,Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
262,6371243,The Everafter,Amy Huntley,"Huntley, Amy",,0061776793,9780061776793,,3.71,,,248,2009,2009,,"Aug 09, 2014",,,read,,,,1,,,,,,,,
263,7826116,Behemoth,Scott Westerfeld,"Westerfeld, Scott",,1416971750,9781416971757,,4.17,,,481,2010,2010,,"Aug 10, 2014",,,read,,,,1,,,,,,,,
264,9918083,Goliath,Scott Westerfeld,"Westerfeld, Scott",,1416971777,9781416971771,,4.23,,,543,2011,2011,,"Aug 10, 2014",,,read,,,,1,,,,,,,,
265,15723286,Curtsies & Conspiracies,Gail Carriger,"Carriger, Gail",,,,,4.13,,,310,2013,2013,,"Aug 10, 2014",,,read,,,,1,,,,,,,,
266,20980648,Waistcoats & Weaponry,Gail Carriger,"Carriger, Gail",,0316190276,9780316190275,,4.16,,,298,2014,2014,,"Aug 10, 2014",,,read,,,,1,,,,,,,,
267,18725742,Manners & Mutiny,Gail Carriger,"Carriger, Gail",,0316190284,9780316190282,,4.23,,,326,2015,2015,,"Aug 10, 2014",,,read,,,,1,,,,,,,,
268,86737,City of Masks,Mary Hoffman,"Hoffman, Mary",,1582349177,9781582349176,,3.92,,,345,2004,2002,,"Aug 21, 2014",,,read,,,,1,,,,,,,,
269,10838787,Pawn,Aimee Carter,"Carter, Aimee",,,,,3.80,,,347,2013,2013,"Feb 12, 2015","Aug 21, 2014",,,read,,,,1,,,,,,,,
270,18769644,Hidden Enemy,Pittacus Lore,"Lore, Pittacus",,0062287680,9780062287687,,4.16,,,357,2014,2014,,"Aug 21, 2014",,,read,,,,1,,,,,,,,
271,18367581,Afterworlds,Scott Westerfeld,"Westerfeld, Scott",,1481422340,9781481422345,,3.72,,,599,2014,2014,,"Aug 27, 2014",,,read,,,,1,,,,,,,,
272,8725928,The Unseen Guest,Maryrose Wood,"Wood, Maryrose",,0061791199,9780061791192,,4.09,,,340,2013,2012,,"Aug 27, 2014",,,read,,,,1,,,,,,,,
273,15993203,The Dark Days Club,Alison Goodman,"Goodman, Alison",,0670785474,9780670785476,,3.77,,,485,2016,2015,,"Aug 31, 2014",,,read,,,,1,,,,,,,,
274,17675434,The Unseemly Education of Anne Merchant,Joanna Wiebe,"Wiebe, Joanna",,1939529328,9781939529329,,3.43,,,272,2014,2014,,"Sep 09, 2014",,,read,,,,1,,,,,,,,
275,37442,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,"Maguire, Gregory",,0060987103,9780060987107,,3.54,,,406,2000,1995,,"Sep 12, 2014",,,read,,,,1,,,,,,,,
276,14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,,,,3.84,,,"1,006",2006,2004,"Jan 21, 2016","Sep 18, 2014",,,read,,,,1,,,,,,,,
277,13089710,The Kill Order,James Dashner,"Dashner, James",,0385742886,9780385742887,,3.71,,,327,2012,2012,,"Sep 20, 2014",,,read,,,,1,,,,,,,,
278,17234658,A Thousand Pieces of You,Claudia Gray,"Gray, Claudia",,0062278967,9780062278968,,3.90,,,368,2014,2014,,"Sep 20, 2014",,,read,,,,1,,,,,,,,
279,19286673,Loop,Karen Akins,"Akins, Karen",,1250030986,9781250030986,,3.74,,,336,2014,2014,,"Sep 20, 2014",,,read,,,,1,,,,,,,,
280,18885674,The Scandalous Sisterhood of Prickwillow Place,Julie Berry,"Berry, Julie",,,,,3.79,,,368,2014,2014,"Jan 20, 2015","Sep 26, 2014",,,read,,,,1,,,,,,,,
281,17978149,Knightley & Son,Rohan Gavin,"Gavin, Rohan",,1619631539,9781619631533,,3.59,,,313,2014,2014,,"Sep 27, 2014",,,read,,,,1,,,,,,,,
282,11988046,Pivot Point,Kasie West,"West, Kasie",,0062117378,9780062117373,,4.06,,,343,2013,2013,,"Oct 08, 2014",,,read,,,,1,,,,,,,,
283,24876258,The Aeronaut's Windlass,Jim Butcher,"Butcher, Jim",,0451466802,9780451466808,,4.18,,,630,2015,2015,"Nov 08, 2015","Oct 20, 2014",,,read,,,,1,,,,,,,,
284,13576132,The Murder Complex,Lindsay Cummings,"Cummings, Lindsay",,0062220004,9780062220004,,3.64,,,398,2014,2014,,"Oct 20, 2014",,,read,,,,1,,,,,,,,
285,17564519,Walk on Earth a Stranger,Rae Carson,"Carson, Rae",,0062242911,9780062242914,,3.92,,,436,2015,2015,,"Oct 20, 2014",,,read,,,,1,,,,,,,,
286,11,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Adams, Douglas",,,,,4.22,,,216,2005,1979,"Aug 11, 2015","Oct 20, 2014",,,read,,,,1,,,,,,,,
287,16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,,4.00,,,483,2013,2013,"Feb 27, 2015","Oct 27, 2014",,,read,,,,2,,,,,,,,
288,18602289,Free to Fall,Lauren Miller,"Miller, Lauren",,0062199803,9780062199805,,3.95,,,469,2014,2014,,"Oct 27, 2014",,,read,,,,1,,,,,,,,
289,11043618,What's Left of Me,Kat Zhang,"Zhang, Kat",,0062114875,9780062114877,,3.78,,,343,2012,2012,"Dec 26, 2014","Oct 27, 2014",,,read,,,,1,,,,,,,,
290,8685554,"The Notorious Benedict Arnold: A True Story of Adventure, Heroism & Treachery",Steve Sheinkin,"Sheinkin, Steve",,1596434864,9781596434868,,3.81,,,337,2010,2010,,"Oct 29, 2014",,,read,,,,1,,,,,,,,
291,20384954,Falls the Shadow,Stefanie Gaither,"Gaither, Stefanie",,144249753X,9781442497535,,3.41,,,352,2014,2014,,"Nov 12, 2014",,,read,,,,1,,,,,,,,
292,22525534,H2O,Virginia Bergin,"Bergin, Virginia",,1492606545,9781492606543,,3.49,,,327,2014,2014,"Sep 04, 2015","Nov 12, 2014",,,read,,,,1,,,,,,,,
293,213753,Life As We Knew It,Susan Beth Pfeffer,"Pfeffer, Susan Beth",,0152061548,,,3.88,,,337,2006,2006,Jan 2015,"Nov 12, 2014",,,read,,,,1,,,,,,,,
294,20518838,The Vault of Dreamers,Caragh M. O'Brien,"O'Brien, Caragh M.",,1596439386,9781596439382,,3.61,,,418,2014,2014,,"Nov 12, 2014",,,read,,,,1,,,,,,,,
295,15715844,How to Lead a Life of Crime,Kirsten Miller,"Miller, Kirsten",,1595145184,9781595145185,,3.92,,,434,2013,2013,"Sep 20, 2015","Nov 12, 2014",,,read,,,,1,,,,,,,,
296,18116,His Dark Materials,Philip Pullman,"Pullman, Philip",,0440238609,9780440238607,,4.27,,,"1,088",2003,2000,,"Nov 19, 2014",,,read,,,,1,,,,,,,,
297,389627,Diary of a Wimpy Kid,Jeff Kinney,"Kinney, Jeff",,0810993139,9780810993136,,3.98,,,226,2007,2007,,"Nov 24, 2014",,,read,,,,1,,,,,,,,
298,18190208,The Witch Hunter,Virginia Boecker,"Boecker, Virginia",,031632700X,9780316327008,,3.81,,,362,2015,2015,"Oct 03, 2015","Nov 24, 2014",,,read,,,,1,,,,,,,,
299,9721669,The Horn of Moran,M.L. Forman,"Forman, M.L.",,1606412264,9781606412268,,4.20,,,376,2011,2011,"Jul 02, 2019","Dec 14, 2014",,,read,,,,2,,,,,,,,
300,12184913,Albrek's Tomb,M.L. Forman,"Forman, M.L.",,1609089189,9781609089184,,4.37,,,0,2012,2012,"Jul 26, 2019","Dec 14, 2014",,,read,,,,2,,,,,,,,
301,16092702,Sands of Nezza,M.L. Forman,"Forman, M.L.",,1609073290,9781609073299,,4.36,,,464,2013,2013,"Jul 27, 2019","Dec 14, 2014",,,read,,,,2,,,,,,,,
302,22299648,The Axe of Sundering,M.L. Forman,"Forman, M.L.",,1609079345,9781609079345,,4.37,,,400,2017,2017,"Jul 29, 2019","Dec 14, 2014",,,read,,,,1,,,,,,,,
