Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23113602,"Murder, Magic, and What We Wore",Kelly Jones,"Jones, Kelly",,055353520X,9780553535204,,3.52,,,304,2017,2017,8/07/2018,12/12/2017,,,read,,,,1,,,,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",,0965341984,9780965341981,,4.16,,,607,1997,1994,1/03/2018,1/03/2018,,,read,,,,1,,,,,,,,
28458598,When Dimple Met Rishi,Sandhya Menon,"Menon, Sandhya",,1481478680,9781481478687,,3.69,,,380,2017,2017,1/17/2018,1/04/2018,,,read,,,,1,,,,,,,,
33503607,Meet Cute: Some People Are Destined to Meet,Jennifer L. Armentrout,"Armentrout, Jennifer L.",,1328759873,9781328759870,,3.59,,,314,2018,2018,2/18/2018,1/04/2018,,,read,,,,2,,,,,,,,
15790842,Life After Life,Kate Atkinson,"Atkinson, Kate",,0316176486,9780316176484,,3.77,,,531,2013,2013,6/23/2018,1/04/2018,,,read,,,,1,,,,,,,,
33916024,Sourdough,Robin Sloan,"Sloan, Robin",,0374203105,9780374203108,,3.76,,,259,2017,2017,6/12/2018,1/04/2018,,,read,,,,2,,,,,,,,
13538873,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,"Sloan, Robin",,0374214913,9780374214913,,3.73,,,288,2012,2012,3/17/2018,1/04/2018,,,read,,,,2,,,,,,,,
21787,The Princess Bride,William Goldman,"Goldman, William",,0345418263,9780345418265,,4.26,,,456,2003,1973,,1/06/2018,,,read,,,,1,,,,,,,,
169878,The Grand Tour,Patricia C. Wrede,"Wrede, Patricia C.",,0152055568,9780152055561,,3.67,,,469,2006,2004,1/08/2018,1/08/2018,,,read,,,,1,,,,,,,,
169872,"The Mislaid Magician; or, Ten Years After",Patricia C. Wrede,"Wrede, Patricia C.",,0152055487,9780152055486,,3.72,,,328,2006,2006,1/11/2018,1/11/2018,,,read,,,,1,,,,,,,,
25844635,Prince in Disguise,Stephanie Kate Strohm,"Strohm, Stephanie Kate",,1484768175,9781484768174,,3.76,,,320,2017,2017,1/15/2018,1/15/2018,,,read,,,,2,,,,,,,,
6101718,The Magicians,Lev Grossman,"Grossman, Lev",,0670020559,9780670020553,,3.52,,,402,2009,2009,2/18/2018,1/18/2018,,,read,,,,1,,,,,,,,
34569846,As You Wish,Chelsea Sedoti,"Sedoti, Chelsea",,1492642312,9781492642312,,3.56,,,417,2018,2018,1/19/2018,1/19/2018,,,read,,,,1,,,,,,,,
28372019,The Bookshop on the Corner,Jenny Colgan,"Colgan, Jenny",,0062467263,9780062467263,,3.84,,,384,2016,2016,1/21/2018,1/21/2018,,,read,,,,1,,,,,,,,
31931941,Eliza and Her Monsters,Francesca Zappia,"Zappia, Francesca",,0062290134,9780062290137,,4.17,,,385,2017,2017,1/10/2019,1/26/2018,,,read,,,,1,,,,,,,,
25526296,Every Heart a Doorway,Seanan McGuire,"McGuire, Seanan",,0765385503,9780765385505,,3.82,,,175,2016,2016,8/02/2020,1/26/2018,,,read,,,,1,,,,,,,,
13316328,The Last Dragonslayer,Jasper Fforde,"Fforde, Jasper",,0547738471,9780547738475,,3.86,,,296,2012,2010,1/26/2018,1/26/2018,,,read,,,,1,,,,,,,,
8909152,Attachments,Rainbow Rowell,"Rowell, Rainbow",,,,,3.88,,,323,2011,2011,1/30/2018,1/30/2018,,,read,,,,1,,,,,,,,
26156203,The Crown's Game,Evelyn Skye,"Skye, Evelyn",,0062422588,9780062422583,,3.83,,,407,2016,2016,2/04/2018,2/04/2018,,,read,,,,2,,,,,,,,
34043787,The Life-Changing Manga of Tidying Up: A Magical Story,Marie Kondo,"Kondo, Marie",,,,,4.08,,,192,2017,2017,,2/04/2018,,,read,,,,1,,,,,,,,
36952615,On a Sunbeam,Tillie Walden,"Walden, Tillie",,1250178134,9781250178138,,4.30,,,533,2018,2018,2/13/2018,2/13/2018,,,read,,,,2,,,,,,,,
34506912,The Prince and the Dressmaker,Jen Wang,"Wang, Jen",,162672363X,9781626723634,,4.38,,,283,2018,2018,12/19/2018,2/17/2018,,,read,,,,1,,,,,,,,
50146,Goodbye Tsugumi,Banana Yoshimoto,"Yoshimoto, Banana",,0571212794,9780571212798,,3.73,,,186,2002,1989,3/02/2018,3/02/2018,,,read,,,,1,,,,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,,4.38,,,552,2006,2005,5/27/2018,5/27/2018,,,read,,,,1,,,,,,,,
12000020,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,1442408928,9781442408920,,4.35,,,359,2012,2012,6/02/2018,6/02/2018,,,read,,,,1,,,,,,,,
28003097,Georgia Peaches and Other Forbidden Fruit,Jaye Robin Brown,"Brown, Jaye Robin",,,,,3.78,,,432,2016,2016,6/03/2018,6/02/2018,,,read,,,,1,,,,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,,4.24,,,374,2011,2011,6/29/2018,6/29/2018,,,read,,,,1,,,,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",,1400079276,9781400079278,,4.14,,,467,2006,2002,7/10/2018,7/10/2018,,,read,,,,1,,,,,,,,
5043,The Pillars of the Earth,Ken Follett,"Follett, Ken",,,,,4.32,,,976,2002,1989,7/23/2018,7/23/2018,,,read,,,,1,,,,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,,3.93,,,200,2004,1925,6/13/2018,7/24/2018,,,read,,,,1,,,,,,,,
39933,How to Read Literature Like a Professor,Thomas C. Foster,"Foster, Thomas C.",,006000942X,9780060009427,,3.64,,,314,2014,2003,7/02/2018,7/24/2018,,,read,,,,1,,,,,,,,
31933102,Gather the Daughters,Jennie Melamed,"Melamed, Jennie",,0316501409,9780316501408,,3.61,,,341,2017,2017,7/28/2018,7/28/2018,,,read,,,,1,,,,,,,,
36203673,This Is Kind of an Epic Love Story,Kacen Callender,"Callender, Kacen",,0062820249,9780062820242,,3.42,,,304,2018,2018,12/25/2018,8/03/2018,,,read,,,,1,,,,,,,,
36426163,Toil & Trouble: 15 Tales of Women & Witchcraft,Jessica Spotswood,"Spotswood, Jessica",,1335016279,9781335016270,,3.67,,,405,2018,2018,12/24/2018,8/03/2018,,,read,,,,1,,,,,,,,
36064768,Fence #1,C.S. Pacat,"Pacat, C.S.",,,,,3.98,,,27,2017,2017,8/03/2018,8/03/2018,,,read,,,,1,,,,,,,,
36501268,Fence #2,C.S. Pacat,"Pacat, C.S.",,,,,4.09,,,47,2017,2017,8/03/2018,8/03/2018,,,read,,,,1,,,,,,,,
37554812,Fence #3,C.S. Pacat,"Pacat, C.S.",,,,,4.10,,,27,2018,2018,,8/03/2018,,,read,,,,1,,,,,,,,
38090191,Fence #4,C.S. Pacat,"Pacat, C.S.",,,,,4.01,,,29,2018,2018,8/03/2018,8/03/2018,,,read,,,,1,,,,,,,,
25528808,That Inevitable Victorian Thing,E.K. Johnston,"Johnston, E.K.",,1101994975,9781101994979,,3.22,,,330,2017,2017,8/04/2018,8/04/2018,,,read,,,,1,,,,,,,,
36354109,We Are Ok,Nina LaCour,"LaCour, Nina",,,,,3.95,,,,nown,2017,8/10/2018,8/10/2018,,,read,,,,1,,,,,,,,
20926077,The Terrible and Wonderful Reasons Why I Run Long Distances,Matthew Inman,"Inman, Matthew",,1449459951,9781449459956,,4.16,,,148,2014,2014,8/10/2018,8/10/2018,,,read,,,,1,,,,,,,,
35953464,Broad Band: The Untold Story of the Women Who Made the Internet,Claire L Evans,"Evans, Claire L",,0735211752,9780735211759,,3.96,,,288,2018,2018,6/04/2020,8/10/2018,,,read,,,,1,,,,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,,4.26,,,393,2018,2018,12/28/2019,8/10/2018,,,read,,,,1,,,,,,,,
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"Dunn, Mark",,0385722435,9780385722438,,3.89,,,208,2002,2001,8/14/2018,8/10/2018,,,read,,,,1,,,,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,,3.81,,,277,2001,1951,,8/13/2018,,,read,,,,1,,,,,,,,
25883848,The Hating Game,Sally Thorne,"Thorne, Sally",,,,,4.07,,,387,2016,2016,1/05/2019,8/14/2018,,,read,,,,1,,,,,,,,
29044,The Secret History,Donna Tartt,"Tartt, Donna",,1400031702,9781400031702,,4.13,,,559,2004,1992,8/24/2018,8/24/2018,,,read,,,,2,,,,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,,,,4.10,,,272,2004,1890,10/04/2018,10/04/2018,,,read,,,,1,,,,,,,,
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,1476740186,9781476740188,,3.89,,,317,2018,2018,4/28/2020,10/09/2018,,,read,,,,1,,,,,,,,
16085481,Crazy Rich Asians,Kevin Kwan,"Kwan, Kevin",,0385536976,9780385536974,,3.88,,,403,2013,2013,10/28/2018,10/27/2018,,,read,,,,1,,,,,,,,
31848296,"My Life with Bob: Flawed Heroine Keeps Book of Books, Plot Ensues",Pamela Paul,"Paul, Pamela",,1627796312,9781627796316,,3.69,,,242,2017,2017,11/06/2018,11/06/2018,,,read,,,,1,,,,,,,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,,3.84,,,288,2010,2005,11/08/2018,11/08/2018,,,read,,,,1,,,,,,,,
35167703,Eternal Life,Dara Horn,"Horn, Dara",,0393608530,9780393608533,,3.77,,,256,2018,2018,12/30/2018,11/20/2018,,,read,,,,1,,,,,,,,
35031085,Frankenstein: The 1818 Text,Mary Shelley,"Shelley, Mary",,,,,3.83,,,260,2018,1818,12/02/2018,12/02/2018,,,read,,,,1,,,,,,,,
33555224,Thunderhead,Neal Shusterman,"Shusterman, Neal",,1442472456,9781442472457,,4.43,,,504,2018,2018,12/21/2018,12/20/2018,,,read,,,,2,,,,,,,,
38536129,"Love Scene, Take Two",Alex Evansley,Alex Evansley,,,,,3.92,,,368,2018,2015,,12/24/2018,,,read,,,,1,,,,,,,,
33163388,Spinning,Tillie Walden,"Walden, Tillie",,1626727724,9781626727724,,3.86,,,400,2017,2017,12/28/2018,12/28/2018,,,read,,,,1,,,,,,,,
42730332,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,1910701459,9781910701454,,3.85,,,498,2019,2019,11/28/2019,1/05/2019,,,read,,,,1,,,,,,,,
17235026,The Girl with All the Gifts,M.R. Carey,"Carey, M.R.",,0356500152,9780356500157,,3.94,,,461,2014,2014,1/08/2019,1/08/2019,,,read,,,,1,,,,,,,,
35698625,36 Questions That Changed My Mind About You,Vicki Grant,"Grant, Vicki",,147140708X,9781471407086,,3.54,,,288,2017,2017,1/09/2019,1/09/2019,,,read,,,,1,,,,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",,,,,3.84,,,201,1972,1915,1/11/2019,1/11/2019,,,read,,,,1,,,,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,,4.21,,,421,2019,2019,11/24/2019,1/17/2019,,,read,,,,3,,,,,,,,
36300625,99 Percent Mine,Sally Thorne,"Thorne, Sally",,0062439626,9780062439628,,3.40,,,368,2019,2019,2/11/2019,1/17/2019,,,read,,,,1,,,,,,,,
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",,0553496646,9780553496642,,4.02,,,306,2015,2015,1/27/2019,1/27/2019,,,read,,,,1,,,,,,,,
29960656,Chaotic Good,Whitney Gardner,"Gardner, Whitney",,1524720801,9781524720803,,3.85,,,256,2018,2018,1/30/2019,1/29/2019,,,read,,,,1,,,,,,,,
35707056,Undead Girl Gang,Lily Anderson,"Anderson, Lily",,0451478231,9780451478238,,3.75,,,305,2018,2018,1/30/2019,1/30/2019,,,read,,,,1,,,,,,,,
36321744,Little White Lies,Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,1368014135,9781368014137,,3.87,,,390,2018,2018,2/12/2019,1/30/2019,,,read,,,,1,,,,,,,,
24233708,An Absolutely Remarkable Thing,Hank Green,"Green, Hank",,,,,4.03,,,343,2018,2018,2/02/2019,2/02/2019,,,read,,,,1,,,,,,,,
33815781,The Wedding Date,Jasmine Guillory,"Guillory, Jasmine",,,,,3.60,,,317,2018,2018,2/06/2019,2/06/2019,,,read,,,,1,,,,,,,,
34521785,#Murdertrending,Gretchen McNeil,"McNeil, Gretchen",,1368010024,9781368010023,,3.77,,,352,2018,2018,2/06/2019,2/06/2019,,,read,,,,1,,,,,,,,
37830514,Running With Lions,Julian Winters,"Winters, Julian",,1945053623,9781945053627,,3.72,,,299,2018,2018,3/21/2019,2/14/2019,,,read,,,,1,,,,,,,,
100915,"The Lion, the Witch and the Wardrobe",C.S. Lewis,"Lewis, C.S.",,,,,4.23,,,206,2005,1950,2/16/2019,2/16/2019,,,read,,,,1,,,,,,,,
36477572,The Bookshop of Yesterdays,Amy Meyerson,"Meyerson, Amy",,,,,3.65,,,368,2018,2018,3/19/2019,2/27/2019,,,read,,,,1,,,,,,,,
6149,Beloved,Toni Morrison,"Morrison, Toni",,1400033411,9781400033416,,3.91,,,324,2004,1987,2/28/2019,2/28/2019,,,read,,,,1,,,,,,,,
43601774,Field Notes on Love,Jennifer E. Smith,"Smith, Jennifer E.",,0399559418,9780399559419,,3.85,,,271,2019,2019,5/05/2019,3/04/2019,,,read,,,,1,,,,,,,,
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,,,,4.11,,,635,2011,2001,3/17/2019,3/16/2019,,,read,,,,1,,,,,,,,
18304322,Dumplin',Julie Murphy,"Murphy, Julie",,0062327186,9780062327185,,3.90,,,371,2015,2015,4/02/2019,4/01/2019,,,read,,,,1,,,,,,,,
35684941,Here There Be Gerblins,Clint McElroy,"McElroy, Clint",,1250153700,9781250153708,,4.33,,,256,2018,2018,4/04/2019,4/04/2019,,,read,,,,1,,,,,,,,
1420,Hamlet,William Shakespeare,"Shakespeare, William",,0521618746,9780521618748,,4.03,,,289,2005,1601,4/12/2019,4/12/2019,,,read,,,,1,,,,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,,,,4.31,,,96,2000,1943,5/02/2019,5/02/2019,,,read,,,,1,,,,,,,,
36105772,Neanderthal Opens the Door to the Universe,Preston Norton,"Norton, Preston",,1484790626,9781484790625,,4.26,,,410,2018,2018,5/11/2019,5/10/2019,,,read,,,,2,,,,,,,,
25372801,All the Birds in the Sky,Charlie Jane Anders,"Anders, Charlie Jane",,0765379945,9780765379948,,3.59,,,313,2016,2016,3/14/2020,5/15/2019,,,read,,,,1,,,,,,,,
34409176,The Dreamers,Karen Thompson Walker,"Walker, Karen Thompson",,0812994167,9780812994162,,3.65,,,303,2019,2019,6/19/2019,5/15/2019,,,read,,,,1,,,,,,,,
33911267,Going Into Town: A Love Letter to New York,Roz Chast,"Chast, Roz",,1620403218,9781620403211,,3.96,,,169,2017,2017,5/23/2019,5/23/2019,,,read,,,,1,,,,,,,,
25777180,The High Line,James Corner Field Operations,"Operations, James Corner Field",,0714871001,9780714871004,,4.41,,,458,2015,2015,5/26/2019,5/26/2019,,,read,,,,1,,,,,,,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",,0061234001,9780061234002,,3.99,,,268,2006,2005,5/30/2019,5/30/2019,,,read,,,,1,,,,,,,,
1238684,The Stonekeeper,Kazu Kibuishi,"Kibuishi, Kazu",,0439846803,9780439846806,,4.17,,,192,2015,2008,6/06/2019,6/06/2019,,,read,,,,1,,,,,,,,
30295312,The Red Scrolls of Magic,Cassandra Clare,"Clare, Cassandra",,1471162141,9781471162145,,4.15,,,368,2019,2019,6/07/2019,6/07/2019,,,read,,,,1,,,,,,,,
31944679,In Other Lands,Sarah Rees Brennan,"Brennan, Sarah Rees",,1618731203,9781618731203,,4.36,,,437,2017,2017,6/18/2019,6/11/2019,,,read,,,,3,,,,,,,,
16045004,"Spell It Out: The Curious, Enthralling and Extraordinary Story of English Spelling",David Crystal,"Crystal, David",,1250003474,9781250003478,,3.94,,,328,2013,2012,6/15/2019,6/14/2019,,,read,,,,1,,,,,,,,
34122206,The Secret Lives of Color,Kassia St. Clair,"St. Clair, Kassia",,0143131141,9780143131144,,4.16,,,320,2017,2016,,6/15/2019,,,read,,,,1,,,,,,,,
39073387,Bloom,Kevin Panetta,"Panetta, Kevin",,1626726418,9781626726413,,4.02,,,368,2019,2019,6/18/2019,6/18/2019,,,read,,,,1,,,,,,,,
27158835,You Know Me Well,Nina LaCour,"LaCour, Nina",,1250098645,9781250098641,,3.73,,,256,2016,2016,6/19/2019,6/18/2019,,,read,,,,1,,,,,,,,
40645629,Rayne & Delilah's Midnite Matinee,Jeff Zentner,"Zentner, Jeff",,1524720208,9781524720209,,3.98,,,400,2019,2019,6/22/2019,6/22/2019,,,read,,,,1,,,,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",,,,,4.28,,,279,2000,1813,7/15/2019,7/14/2019,,,read,,,,2,,,,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,,,,4.12,,,314,1998,1985,7/23/2019,7/23/2019,,,read,,,,2,,,,,,,,
42975172,The Testaments,Margaret Atwood,"Atwood, Margaret",,,,,4.20,,,422,2019,2019,9/10/2019,7/23/2019,,,read,,,,1,,,,,,,,
40864798,I Wanna Be Where You Are,Kristina Forest,"Forest, Kristina",,1250294886,9781250294883,,3.80,,,272,2019,2019,9/05/2019,8/31/2019,,,read,,,,1,,,,,,,,
29634931,"Mostly Void, Partially Stars",Joseph Fink,"Fink, Joseph",,0062468669,9780062468666,,4.46,,,304,2016,2016,9/03/2019,9/03/2019,,,read,,,,1,,,,,,,,
34736638,The Rules and Regulations for Mediating Myths & Magic,F.T. Lukens,"Lukens, F.T.",,1945053240,9781945053245,,4.15,,,290,2017,2017,9/04/2019,9/04/2019,,,read,,,,2,,,,,,,,
51034376,Monster of the Week,F.T. Lukens,"Lukens, F.T.",,,,,4.19,,,316,2019,2019,1/05/2022,9/04/2019,,,read,,,,1,,,,,,,,
36511766,"It's a Whole Spiel: Love, Latkes, and Other Jewish Stories",Katherine Locke,"Locke, Katherine",,0525646167,9780525646167,,3.86,,,336,2019,2019,11/11/2020,9/07/2019,,,read,,,,1,,,,,,,,
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,0385544235,9780385544238,,3.71,,,226,2018,2018,9/23/2019,9/22/2019,,,read,,,,1,,,,,,,,
42201431,The Unhoneymooners,Christina Lauren,"Lauren, Christina",,,,,4.01,,,400,2019,2019,9/25/2019,9/24/2019,,,read,,,,1,,,,,,,,
35965482,Middlegame,Seanan McGuire,"McGuire, Seanan",,,,,4.03,,,492,2019,2019,12/30/2019,10/15/2019,,,read,,,,2,,,,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,0312330871,9780312330873,,4.27,,,264,2004,1939,10/24/2019,10/23/2019,,,read,,,,2,,,,,,,,
44017627,Wayward Son,Rainbow Rowell,"Rowell, Rainbow",,1250146070,9781250146076,,3.97,,,356,2019,2019,10/29/2019,10/28/2019,,,read,,,,2,,,,,,,,
52190991,Any Way the Wind Blows,Rainbow Rowell,"Rowell, Rainbow",,1250254337,9781250254337,,4.19,,,579,2021,2021,8/25/2021,10/28/2019,,,read,,,,1,,,,,,,,
43884200,Nothing to See Here,Kevin Wilson,"Wilson, Kevin",,0062913468,9780062913463,,3.95,,,254,2019,2019,5/25/2020,11/01/2019,,,read,,,,2,,,,,,,,
40961427,1984,George Orwell,"Orwell, George",,,,,4.19,,,298,2013,1949,,11/17/2019,,,read,,,,1,,,,,,,,
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,,,,4.27,,,352,2019,2019,8/05/2020,11/22/2019,,,read,,,,1,,,,,,,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",,,,,3.96,,,209,2019,2019,12/25/2019,11/23/2019,,,read,,,,1,,,,,,,,
41150287,The Flatshare,Beth O'Leary,"O'Leary, Beth",,,,,4.07,,,328,2019,2019,12/23/2019,11/23/2019,,,read,,,,1,,,,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,0451529308,9780451529305,,4.12,,,449,2004,1869,12/22/2019,12/22/2019,,,read,,,,1,,,,,,,,
28433627,The One Hundred Nights of Hero,Isabel Greenberg,"Greenberg, Isabel",,0316259160,9780316269629,,4.43,,,224,2016,2016,1/06/2020,1/07/2020,,,read,,,,1,,,,,,,,
36739320,Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,"McCulloch, Gretchen",,0735210934,9780735210936,,4.06,,,327,2019,2019,3/10/2020,3/10/2020,,,read,,,,1,,,,,,,,
355917,Flyte,Angie Sage,"Sage, Angie",,0060577363,9780060577360,,4.01,,,521,2007,2006,4/09/2020,4/08/2020,,,read,,,,1,,,,,,,,
52750517,Vampires Never Get Old: Tales with Fresh Bite,Zoraida Córdova,"Córdova, Zoraida",,1250230012,9781250230010,,3.58,,,320,2020,2020,1/22/2021,5/14/2020,,,read,,,,1,,,,,,,,
29358558,When in French: Love in a Second Language,Lauren Collins,"Collins, Lauren",,1594206449,9781594206443,,3.52,,,256,2016,2016,5/27/2020,5/27/2020,,,read,,,,1,,,,,,,,
42505366,Wilder Girls,Rory Power,"Power, Rory",,0525645586,9780525645580,,3.50,,,357,2019,2019,8/08/2020,8/08/2020,,,read,,,,1,,,,,,,,
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,0618871713,9780618871711,,4.07,,,232,2007,2006,8/13/2020,8/12/2020,,,read,,,,1,,,,,,,,
12936,Gathering Blue,Lois Lowry,"Lowry, Lois",,0385732562,9780385732567,,3.82,,,240,2000,2000,9/08/2020,9/08/2020,,,read,,,,1,,,,,,,,
12930,Messenger,Lois Lowry,"Lowry, Lois",,0385732538,9780385732536,,3.91,,,169,2006,2004,9/09/2020,9/09/2020,,,read,,,,1,,,,,,,,
13324841,Son,Lois Lowry,"Lowry, Lois",,0547887205,9780547887203,,3.98,,,393,2012,2012,9/15/2020,9/15/2020,,,read,,,,1,,,,,,,,
48814109,The Lions of Fifth Avenue,Fiona Davis,"Davis, Fiona",,1524744611,9781524744618,,3.90,,,354,2020,2020,9/27/2020,9/27/2020,,,read,,,,1,,,,,,,,
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,125009528X,9781250095282,,4.20,,,368,2017,2017,12/02/2021,10/10/2020,,,read,,,,1,,,,,,,,
41118351,Orpheus Girl,Brynne Rebele-Henry,"Rebele-Henry, Brynne",,,,,3.63,,,176,2019,2019,10/13/2020,10/13/2020,,,read,,,,1,,,,,,,,
40766383,The Handmaid's Tale: The Graphic Novel,Renee Nault,"Nault, Renee",,038553924X,9780385539241,,4.23,,,240,2019,2019,10/28/2020,10/27/2020,,,read,,,,1,,,,,,,,
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,163557563X,9781635575637,,4.28,,,245,2020,2020,10/31/2020,10/31/2020,,,read,,,,1,,,,,,,,
52915426,Something to Talk About,Meryl Wilsner,"Wilsner, Meryl",,0593102525,9780593102527,,3.67,,,336,2020,2020,11/05/2020,11/05/2020,,,read,,,,1,,,,,,,,
44421460,Before the Coffee Gets Cold,Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",,1529029589,9781529029581,,3.74,,,213,2019,2015,4/28/2021,12/14/2020,,,read,,,,1,,,,,,,,
32758901,All Systems Red,Martha Wells,"Wells, Martha",,,,,4.16,,,144,2017,2017,12/14/2020,12/14/2020,,,read,,,,1,,,,,,,,
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,0670919985,9780670919987,,3.79,,,341,2017,2016,12/15/2020,12/15/2020,,,read,,,,1,,,,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,,,,4.46,,,334,2018,2018,12/16/2020,12/16/2020,,,read,,,,1,,,,,,,,
42074525,The City We Became,N.K. Jemisin,"Jemisin, N.K.",,,,,3.93,,,437,2020,2020,12/25/2020,12/25/2020,,,read,,,,1,,,,,,,,
20893477,How We Got to Now: Six Innovations That Made the Modern World,Steven Johnson,"Johnson, Steven",,1594632960,9781594632969,,4.10,,,293,2014,2014,,1/01/2021,,,read,,,,1,,,,,,,,
35488858,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",Cait Flanders,"Flanders, Cait",,1401954871,9781401954871,,3.48,,,189,2018,2018,1/07/2021,1/07/2021,,,read,,,,1,,,,,,,,
35290631,How to Understand Your Gender: A Practical Guide for Exploring Who You Are,Alex Iantaffi,"Iantaffi, Alex",,1785927469,9781785927461,,4.22,,,284,2017,2017,1/08/2021,1/08/2021,,,read,,,,1,,,,,,,,
52867387,Beach Read,Emily Henry,"Henry, Emily",,1984806734,9781984806734,,4.06,,,361,2020,2020,1/14/2021,1/14/2021,,,read,,,,1,,,,,,,,
44767458,Dune,Frank Herbert,"Herbert, Frank",,059309932X,9780593099322,,4.25,,,658,2019,1965,1/14/2021,1/14/2021,,,read,,,,1,,,,,,,,
45869112,The Bear,Andrew Krivak,"Krivak, Andrew",,1942658702,9781942658702,,3.89,,,224,2020,2020,1/17/2021,1/17/2021,,,read,,,,1,,,,,,,,
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,158049580X,9781580495806,,4.18,,,76,2005,1895,1/26/2021,1/26/2021,,,read,,,,1,,,,,,,,
43263237,The Future of Another Timeline,Annalee Newitz,"Newitz, Annalee",,0765392100,9780765392107,,3.76,,,352,2019,2019,1/29/2021,1/29/2021,,,read,,,,1,,,,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,,,,3.98,,,194,2011,1953,2/13/2021,2/13/2021,,,read,,,,1,,,,,,,,
44792512,Love Lettering,Kate Clayborn,"Clayborn, Kate",,1496725174,9781496725172,,3.71,,,307,2019,2019,2/14/2021,2/14/2021,,,read,,,,1,,,,,,,,
31684565,When Katie Met Cassidy,Camille Perri,"Perri, Camille",,0735212813,9780735212817,,3.15,,,264,2018,2018,2/24/2021,2/23/2021,,,read,,,,1,,,,,,,,
14960304,Becoming Frum: How Newcomers Learn the Language and Culture of Orthodox Judaism,Sarah Bunin Benor,"Benor, Sarah Bunin",,0813553903,9780813553900,,3.96,,,288,2012,2012,3/07/2021,3/07/2021,,,read,,,,2,,,,,,,,
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,059331817X,9780593318171,,3.80,,,303,2021,2021,3/10/2021,3/10/2021,,,read,,,,1,,,,,,,,
41716694,Wordslut: A Feminist Guide to Taking Back the English Language,Amanda Montell,"Montell, Amanda",,006286887X,9780062868879,,4.39,,,304,2019,2019,3/16/2021,3/16/2021,,,read,,,,1,,,,,,,,
50892014,The Times I Knew I Was Gay,Eleanor Crewes,"Crewes, Eleanor",,1982147105,9781982147105,,3.93,,,320,2020,2020,3/18/2021,3/18/2021,,,read,,,,1,,,,,,,,
44157727,Great Goddesses: Life Lessons from Myths and Monsters,Nikita Gill,"Gill, Nikita",,1529104645,9781529104646,,4.18,,,256,2019,2019,3/23/2021,3/23/2021,,,read,,,,1,,,,,,,,
