Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,,,,4.07,,,304,2020,2020,3/29/2021,3/29/2021,,,read,,,,1,,,,,,,,
285563,Native Tongue,Suzette Haden  Elgin,"Elgin, Suzette Haden ",,1876756055,9781876756055,,4.00,,,327,2000,1984,5/04/2021,4/02/2021,,,read,,,,1,,,,,,,,
77390,Anne of Avonlea,L.M. Montgomery,"Montgomery, L.M.",,0553213148,9780553213140,,4.20,,,304,1997,1909,4/12/2021,4/11/2021,,,read,,,,1,,,,,,,,
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,,,,4.47,,,394,2020,2020,11/27/2021,4/13/2021,,,read,,,,1,,,,,,,,
77392,Anne of the Island,L.M. Montgomery,"Montgomery, L.M.",,0553213172,9780553213171,,4.24,,,243,1983,1915,4/15/2021,4/14/2021,,,read,,,,1,,,,,,,,
51179990,Written in the Stars,Alexandria Bellefleur,"Bellefleur, Alexandria",,0063000806,9780063000803,,3.93,,,384,2020,2020,4/22/2021,4/22/2021,,,read,,,,1,,,,,,,,
45169737,The Fire Never Goes Out: A Memoir in Pictures,Noelle Stevenson,"Stevenson, Noelle",,0062278274,9780062278272,,4.05,,,198,2020,2020,5/10/2021,5/10/2021,,,read,,,,1,,,,,,,,
26721142,Slang: A Very Short Introduction,Jonathon Green,"Green, Jonathon",,0198729537,9780198729532,,3.24,,,144,2016,2016,5/12/2021,5/12/2021,,,read,,,,1,,,,,,,,
51323365,Solutions and Other Problems,Allie Brosh,"Brosh, Allie",,1982156945,9781982156947,,4.20,,,519,2020,2020,5/26/2021,5/26/2021,,,read,,,,1,,,,,,,,
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,1250304458,9781250304452,,3.63,,,337,2021,2021,11/08/2021,6/04/2021,,,read,,,,1,,,,,,,,
52448445,The Ruthless Lady's Guide to Wizardry,C.M. Waggoner,"Waggoner, C.M.",,198480586X,9781984805867,,3.80,,,371,2021,2021,6/15/2021,6/15/2021,,,read,,,,1,,,,,,,,
28957268,Queer: A Graphic History,Meg-John Barker,"Barker, Meg-John",,1785780719,9781785780714,,3.98,,,368,2016,2016,6/21/2021,6/21/2021,,,read,,,,1,,,,,,,,
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",,1101870605,9781101870600,,3.76,,,274,2019,1994,7/05/2021,7/05/2021,,,read,,,,1,,,,,,,,
33375622,Her Body and Other Parties: Stories,Carmen Maria Machado,"Machado, Carmen Maria",,155597788X,9781555977887,,3.90,,,248,2017,2017,7/15/2021,7/15/2021,,,read,,,,1,,,,,,,,
53103895,One to Watch,Kate Stayman-London,"Stayman-London, Kate",,0525510443,9780525510444,,3.93,,,417,2020,2020,7/16/2021,7/15/2021,,,read,,,,1,,,,,,,,
43798285,The Institute,Stephen King,"King, Stephen",,,,,4.20,,,561,2019,2019,7/19/2021,7/19/2021,,,read,,,,1,,,,,,,,
39692,Good Poems,Garrison Keillor,"Keillor, Garrison",,0142003441,9780142003442,,4.18,,,476,2003,2002,7/23/2021,7/23/2021,,,read,,,,1,,,,,,,,
52765013,Head Over Heels,Hannah Orenstein,"Orenstein, Hannah",,1982121475,9781982121471,,3.65,,,323,2020,2020,8/04/2021,8/04/2021,,,read,,,,1,,,,,,,,
54860443,One Last Stop,Casey McQuiston,"McQuiston, Casey",,1250244498,9781250244499,,4.08,,,418,2021,2021,8/07/2021,8/07/2021,,,read,,,,1,,,,,,,,
50706476,Dearly,Margaret Atwood,"Atwood, Margaret",,006303249X,9780063032491,,3.76,,,124,2020,2020,1/04/2022,8/07/2021,,,read,,,,1,,,,,,,,
11009372,Blessed is the Daughter,Meyer Waxman,"Waxman, Meyer",,0884000648,9780884000648,,0.00,,,0,1980,1961,8/21/2021,8/20/2021,,,read,,,,1,,,,,,,,
22733729,"The Long Way to a Small, Angry Planet",Becky Chambers,"Chambers, Becky",,1500453307,9781500453305,,4.16,,,518,2014,2014,9/27/2021,9/18/2021,,,read,,,,1,,,,,,,,
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,1982168439,9781982168438,,4.31,,,626,2021,2021,11/17/2021,11/17/2021,,,read,,,,1,,,,,,,,
54508798,The Guncle,Steven Rowley,"Rowley, Steven",,0525542280,9780525542285,,4.22,,,326,2021,2021,11/22/2021,11/22/2021,,,read,,,,1,,,,,,,,
55145261,The Anthropocene Reviewed,John Green,"Green, John",,0525555218,9780525555216,,4.44,,,293,2021,2021,12/03/2021,12/03/2021,,,read,,,,1,,,,,,,,
43176861,Space Struck,Paige Lewis,"Lewis, Paige",,1946448443,9781946448446,,4.08,,,72,2019,2019,12/05/2021,12/04/2021,,,read,,,,1,,,,,,,,
36223860,Artificial Condition,Martha Wells,"Wells, Martha",,1250186927,9781250186928,,4.27,,,158,2018,2018,12/11/2021,12/11/2021,,,read,,,,1,,,,,,,,
43822024,The Toll,Neal Shusterman,"Shusterman, Neal",,1481497065,9781481497060,,4.22,,,625,2019,2019,1/08/2022,1/08/2022,,,read,,,,1,,,,,,,,
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,"Dahl, Roald",,037581423X,9780375814235,,4.14,,,240,2001,1977,1/14/2022,1/14/2022,,,read,,,,1,,,,,,,,
56755560,The Cat Who Saved Books,Sōsuke Natsukawa,"Natsukawa, Sōsuke",,0063095726,9780063095724,,3.72,,,198,2021,2017,1/29/2022,1/28/2022,,,read,,,,1,,,,,,,,
55782297,Shoko's Smile: Stories,Choi Eunyoung,"Eunyoung, Choi",,0143135260,9780143135265,,4.12,,,272,2021,2016,2/06/2022,2/06/2022,,,read,,,,1,,,,,,,,
